itemName,date,price1,price10,price100
Minor Boble,16-07-2022,1994,,124000
Minor Dagob,16-07-2022,54496,,
Minor Domo,16-07-2022,2695,21111,
Minor Dynamo,16-07-2022,9,20,
Minor Horiz,16-07-2022,19999,,
Minor Hulhu,16-07-2022,5499,79999,
Minor Kyoub,16-07-2022,35000,,
Minor Nyoro,16-07-2022,1796,3000,
Minor Oaf,16-07-2022,20000,,
Minor Payo,16-07-2022,9898,,
Minor Petunia,16-07-2022,2200,,
Minor Pikmi,16-07-2022,787,,
Minor Rocha,16-07-2022,9500,,
Minor Sak,16-07-2022,38000,,
Minor Teleb,16-07-2022,20000,,
Minor Yosh,16-07-2022,7897,,
Minor Zaihn,16-07-2022,18000,,
Minoskito Proboscis,16-07-2022,1227,12994,129996
Minoskito Skin,16-07-2022,995,11899,178994
Minotoror Essence,16-07-2022,16666,,
Minotoror Femur,16-07-2022,149,9995,
Minotoror Hair,16-07-2022,49,550,
Minotoror Hoof,16-07-2022,478,9000,
Minotoror Leather,16-07-2022,1178,31499,
Minotoror Tail,16-07-2022,988,19000,
Minotoror Wool,16-07-2022,331,760,14999
Minotot Essence,16-07-2022,64444,,
Minotot Ethmoid,16-07-2022,5947,39900,
Minotot Femur,16-07-2022,3400,,
Minotot Hoof,16-07-2022,2800,,
Minotot Horn,16-07-2022,2600,,
Minotot Leather,16-07-2022,2800,42999,799999
Minotot Room Key,16-07-2022,11000,,
Minotot Wool,16-07-2022,2700,44700,
Mint Jelly,16-07-2022,45,196,7664
Miremop Double Chin,16-07-2022,2700,38887,324984
Miremop Tooth,16-07-2022,65,1399,16436
Misery's Feather,16-07-2022,,499994,
Missiz Freezz Essence,16-07-2022,185000,,
Missiz Freezz's Armpit Hair,16-07-2022,9399,92999,
Missiz Freezz's Frostforge ...,16-07-2022,,258933,
Missiz Freezz's Underpants,16-07-2022,44889,,
Mofette Stone,16-07-2022,2099,24997,449996
Mofette Tuff,16-07-2022,370,3934,37599
Mojeeto Bulb,16-07-2022,112,1348,13395
Mojeeto Coral,16-07-2022,67,1393,7595
Mojeeto Petal,16-07-2022,19,835,3753
Mol Usk Slobber,16-07-2022,14364,146486,
Monkfish,16-07-2022,99,500,4000
Moon Essence,16-07-2022,7919,,
Moon Hair,16-07-2022,598,2744,38799
Moon Island Ticket,16-07-2022,32,,
Moon Skin,16-07-2022,67,745,14887
Moon's Tree Key,16-07-2022,7000,,
Moopet Fabric,16-07-2022,14772,163999,
Moopet Stuffing,16-07-2022,1492,17973,
Mooring Ball,16-07-2022,14889,,
Moowolf Essence,16-07-2022,8878,99998,
Moowolf Eye,16-07-2022,140,12995,
Moowolf Lair Key,16-07-2022,2994,31111,
Moowolf Magic Testicles,16-07-2022,400,,
Moowolf Mojo,16-07-2022,825,,
Moowolf Scalp,16-07-2022,334,2333,74994
Moowolf Teeth,16-07-2022,4500,65000,
Mopy King Fabric,16-07-2022,15111,455554,
Mopy King Inside Out Short:,16-07-2022,19999,205998,
Morello Cherry Blop Flower,16-07-2022,396,2381,31986
Morello Cherry Key Fragr ...,16-07-2022,996,10097,
Morello Cherry Koalak Hair,16-07-2022,293,6820,
Morongrel Ear,16-07-2022,700,9856,98997
Morongrel Leg,16-07-2022,459,4996,33331
Moskito Eyebrows,16-07-2022,110,1577,12492
Moskito Wings,16-07-2022,333,3348,35285
Mother of Pearl,16-07-2022,6289,48699,499999
Mouse Hair,16-07-2022,398,4492,
Muddy Mushd Heart,16-07-2022,264,2206,31999
Mufafah Moustache,16-07-2022,697,7396,74955
Mumminotor Bandage,16-07-2022,185,1969,29798
Mumminotor Horn,16-07-2022,442,4991,49999
Mumussel,16-07-2022,3285,,
Mumussel Lining,16-07-2022,83,1223,14442
Mumystic Garnet,16-07-2022,1395,14770,
Muscle-Bound Beverage | ...,16-07-2022,189994,,
Mush Mish Eye,16-07-2022,2990,36998,
Mush Mush Sporm,16-07-2022,173,1462,14999
Mush Mush Thorn,16-07-2022,193,961,9899
Mush Rhume Slobber,16-07-2022,3333,64995,
Mush Tup's Blade,16-07-2022,10849,139000,
Mushd Hand,16-07-2022,139,,10909
Mushd Mud,16-07-2022,495,3673,11998
Mushmunch Tongue,16-07-2022,17948,199900,
Mushnid Bark,16-07-2022,3996,54986,
Mushroom,16-07-2022,132,795,3184
Muta,16-07-2022,37995,350000,
Mutant Tofu Tooth,16-07-2022,90,1449,2939
Mutilated Bear,16-07-2022,48,580,
Mutilated Makroute,16-07-2022,1990,9998,169993
Mysterious Fabric,16-07-2022,23883,199988,
N'yalgy Tentacle,16-07-2022,493,9419,
Nagate Essence,16-07-2022,16985,,
Nagate's Rubber Quaquack,16-07-2022,10889,109992,
Nahuatl,16-07-2022,1700000,,
Necrotick Chitin,16-07-2022,8999,62444,620000
Nekineko,16-07-2022,288899,,
Nelween Down,16-07-2022,793,4889,78997
Nelween Essence,16-07-2022,9798,89995,
Nemroz Bone,16-07-2022,1591,11590,
Nenufrog Tongue,16-07-2022,3,92,
Nessil Molar,16-07-2022,5671,56499,
Nessil Slobber,16-07-2022,1000,10000,107990
Nettle Hyroid,16-07-2022,2400,,
Nettles,16-07-2022,10,95,
New Bolt,16-07-2022,88918,,
Nibbled Nugget,16-07-2022,1799,18000,
Nightcrawling Brockhard ...,16-07-2022,100,9978,99994
Nightcrawling Brockhard ...,16-07-2022,1795,25000,
Nileza Essence,16-07-2022,198728,1987380,
Nileza's Buttonhole,16-07-2022,36499,,
Nileza's Embroidery,16-07-2022,14896,100000,
Nileza's Laboratory Key,16-07-2022,12991,200000,
Nocturnowl! Spike,16-07-2022,32199,319912,
Nocturnow! Wing,16-07-2022,4096,43330,433331
Nosee Headband,16-07-2022,6998,74998,885079
Nougat Rabmajoke #1,16-07-2022,794,,
Nougat Rabmajoke #2,16-07-2022,2999,,
Nougat Rabmajoke #3,16-07-2022,957,,
Nougat Rabmajoke #4,16-07-2022,1698,,
Nougat Rabmajoke #5,16-07-2022,980,,
Nougat Rabmajoke #6,16-07-2022,985,,
Nougat Rabmajoke #7,16-07-2022,997,,
Nougat Rabmajoke #8,16-07-2022,988,,
Novice Ashes,16-07-2022,2496,28996,299999
Novice Mud,16-07-2022,2998,39992,399999
Novice Powder,16-07-2022,19400,209999,
Novice Puddle,16-07-2022,1349,13495,139999
Novice Smoke,16-07-2022,7991,64984,
Nowaine Jelly,16-07-2022,67,667,
Noxious Fish Juice,16-07-2022,11111111,,
Nugget,16-07-2022,170,1450,11895
Nyan,16-07-2022,109899,,
Nyoro,16-07-2022,18888,,
Oaf,16-07-2022,14596,,
Oak Sap,16-07-2022,9900,,
Oak Wood,16-07-2022,350,1194,6990
Oats,16-07-2022,5,120,
Obscurati Symbol,16-07-2022,20000,118993,
Obscure Shard,16-07-2022,403,9490,
Obsidemon Essence,16-07-2022,119606,,
Obsidemon Slag,16-07-2022,5200,49999,
Obsidemon Vertebra,16-07-2022,5499,,
Obsidemon's Hypogeum ...,16-07-2022,26664,275000,
Obsidian,16-07-2022,3980,11496,18000
Octodoll Ink,16-07-2022,1996,17800,
Offering to Celestial Spirits,16-07-2022,7989,,
Oilbow Grease,16-07-2022,1899,19000,
Oktapodas Ink,16-07-2022,47,901,9000
Old Dreggon Bone,16-07-2022,1700,17000,
Old Hammer Head,16-07-2022,48993,,
Old Kralove Sucker,16-07-2022,200,3300,60999
Old Partition Sheet Music,16-07-2022,641,4887,24000
Oliviolet Sap,16-07-2022,11999,,
Oliviolet Wood,16-07-2022,499,2999,2998
Onabu-Geisha Flower,16-07-2022,999,12777,104997
Oni Leather,16-07-2022,199994,,
Onion,16-07-2022,60,606,6554
Oogie Betty's Braces,16-07-2022,3353,38900,
Oozing Meat,16-07-2022,500,5550,48847
Open-Market Shark,16-07-2022,42980,,
Orange Larva Skin,16-07-2022,33,990,15978
Orange Rabmajoke #1,16-07-2022,396,5000,
Orange Rabmajoke #2,16-07-2022,195,,
Orange Rabmajoke #3,16-07-2022,1998,,
Orange Rabmajoke #4,16-07-2022,463,,
Orange Rabmajoke #5,16-07-2022,275,,
Orange Rabmajoke #6,16-07-2022,478,,
Orange Rabmajoke #7,16-07-2022,1896,,
Orange Rabmajoke #8,16-07-2022,426,,
Orfan Buckle,16-07-2022,1444,15399,
Orfan Mane,16-07-2022,435,4396,69991
Otomai's Ark Key,16-07-2022,48,896,
QOuassingue Fabric,16-07-2022,599,6000,77999
QOuassingue Hide,16-07-2022,440,4398,54440
QOuassingue Juice,16-07-2022,370,4496,58725
Ouassingue Slobber,16-07-2022,11,213,
Ouassingue Stomach,16-07-2022,99,1064,28601
Ougaa Essence,16-07-2022,199888,,
Ougaa Eye,16-07-2022,49900,399796,
Ougaa Spine,16-07-2022,1440,5476,
Ougaat Fragment,16-07-2022,4496,49000,
Ouginak Chain,16-07-2022,404,3664,26661
Ouginak Hair,16-07-2022,268,2889,12799
Ourobubble Scales,16-07-2022,430,4390,63331
Packrat Eye,16-07-2022,280,4928,58790
Pair of Cross Strich Balls,16-07-2022,929,8898,
Palm Fruits,16-07-2022,293,2500,30000
Palm Qil,16-07-2022,69,,
Pampastuc G-String,16-07-2022,1199,11996,
Pandala Haiku: Aerdala,16-07-2022,139998,,
Pandala Haiku: Akwadala,16-07-2022,1499999,,
Pandala Haiku: Feudala,16-07-2022,89983,,
Pandala Haiku: Forbidde...,16-07-2022,130000,,
Pandala Haiku: Nolifis,16-07-2022,388871,,
Pandala Haiku: Plantala,16-07-2022,119999,,
Pandala Haiku: Terrdala,16-07-2022,249999,,
Pandala Rain,16-07-2022,13398,,
Pandkin Seed,16-07-2022,50,500,4995
Panthyrozy's Perfume,16-07-2022,255374,,
Paper Haiku: Chtiger,16-07-2022,96999,,
Paper Haiku: Froog,16-07-2022,9993,,
Paper Haiku: Pig,16-07-2022,48997,,
Paper Haiku: Qilin,16-07-2022,8994,,
Paper Haiku: Swane,16-07-2022,865,,
Paper Petal,16-07-2022,6000,51366,
Paper Tulip,16-07-2022,400,,
Parashutackle Glasses,16-07-2022,95,1111,12496
Particle Board,16-07-2022,390,387,3987
Passaoh Bulb,16-07-2022,187,2474,15997
Passaoh Coral,16-07-2022,23,233,4966
Passaoh Petal,16-07-2022,295,1384,10869
Pastry Board,16-07-2022,3797,34900,
Pathogerm Skin,16-07-2022,7897,77997,699997
Patrich Eye,16-07-2022,148,2635,19896
Patrich Glands,16-07-2022,2968,25696,220000
Payo,16-07-2022,14800,,
Pazpartu Key Fragment,16-07-2022,537,5493,57999
Peawly Mowning Key Fra ...,16-07-2022,895,9990,
Peeled Potatoes,16-07-2022,179,1583,23998
Penitent,16-07-2022,499999,,
Pepper Measure,16-07-2022,,1096,8091
Perch,16-07-2022,,350,2896
Perfidhius Eye,16-07-2022,399,3998,25884
Persaport Cord,16-07-2022,40,320,4499
Petrified Ecaflee Larva,16-07-2022,6989,64995,599999
Petunia,16-07-2022,54998,,
Phiretom Eye,16-07-2022,16947,174993,1899968
Piece of Badoul's Treasure,16-07-2022,299,4797,55980
Piece of Claw's Jigsaw,16-07-2022,80,1200,49970
Piece of Coco Blop,16-07-2022,144,1327,16953
Piece of Indigo Blop,16-07-2022,172,2095,18950
Piece of Micrab Armour,16-07-2022,11219,250000,
Piece of Morello Cherry Blog,16-07-2022,80,1394,18924
Piece of Pippin Blop,16-07-2022,360,4084,38933
Piglet Leather,16-07-2022,45,399,3899
Piglet Leather Briefs,16-07-2022,296,4998,57984
Piglet Milk,16-07-2022,1500,11948,139934
Pignolia Leather,16-07-2022,235,1499,19992
Pignolia Milk,16-07-2022,1100,18992,105888
Pigzebub Snout,16-07-2022,37627,331953,3999999
Pike,16-07-2022,,375,
Pikmi,16-07-2022,785,,
Pingwin Key,16-07-2022,10698,105999,
Pingwinch Beak,16-07-2022,886,11125,119984
Pingwinch Sternum,16-07-2022,2790,30800,
Pingwinkle Beak,16-07-2022,199,4479,42968
Pingwinkle Feather,16-07-2022,99,1100,7946
Pingwobble Skin,16-07-2022,68,999,6980
Pingwobble Wing,16-07-2022,1197,12300,197987
Pink Piwi Feather,16-07-2022,24,284,3290
Pipistracker Nose,16-07-2022,2496,28497,288881
Pippin Blop Flower,16-07-2022,152,2329,28867
Pippin Key Fragment,16-07-2022,1192,10056,
Pippin Koalak Hair,16-07-2022,993,10979,119992
Piralak Skin,16-07-2022,1300,17789,
Pirate's Cute Shorts,16-07-2022,1099,1988,28990
Pirolienne Bud,16-07-2022,139,2498,19654
Pistilick Tongue,16-07-2022,8995,99896,
Plain Boar Snout,16-07-2022,266,3099,49988
Plain Boar Tail,16-07-2022,198,440,4952
Plain Pikoko Nut,16-07-2022,2300,25976,399970
Plain Pikoko Wing,16-07-2022,559,7391,77864
Plains Larva Skin,16-07-2022,231,1199,
Plains Larva Tooth,16-07-2022,81,962,5496
Plissken Venom,16-07-2022,,2998,9849
Plisskenskin,16-07-2022,,4367,28978
Plywood Board,16-07-2022,408,984,9994
Podgy Tofu Leg,16-07-2022,379,9994,179999
Podploder Hat,16-07-2022,10996,89997,
Pointed Crowfox Feather,16-07-2022,350,3985,55976
Pointed Stone Fragment,16-07-2022,415,7490,41979
Pointed Tooth,16-07-2022,105,2820,29554
Polished Ball,16-07-2022,132,1098,24759
Polished Brain Fragment,16-07-2022,260,2675,24982
Polished Stone Fragment,16-07-2022,485,4499,22970
Polished Stone Heart,16-07-2022,800,8790,99994
Poppy Seed,16-07-2022,184,1687,4994
Potatoes,16-07-2022,798,7998,20999
Potbellion Blood,16-07-2022,1294,7563,100000
Potbellion Molar,16-07-2022,4691,49997,
Potion of Old Age,16-07-2022,987,5998,
Pouncer Fur,16-07-2022,14896,149663,
Powa Drhell Horn,16-07-2022,499,2798,11999
Praying Mint,16-07-2022,9888,,
Precious Moustache,16-07-2022,19,200,2597
Precious Zoth Stone,16-07-2022,994,10893,7776
Prent's Nasal Fluid,16-07-2022,19998,,
Prepubescent Boostache ...,16-07-2022,98,1398,9996
Prepubescent Boostache ...,16-07-2022,2990,,
Prespic Peak,16-07-2022,80,997,
Primary Forest Substrate,16-07-2022,1998,9900,199993
Primitive Chafer Helmet,16-07-2022,1,20,
Prince Djamal Brecht's Ci ...,16-07-2022,12999,,
Prize Fin,16-07-2022,198,1949,99995
Propulsion Accelerator,16-07-2022,1099975,,
Protective Dreggon Tooth,16-07-2022,1599,14690,144972
Protective Gloves,16-07-2022,56987,,
Protective Mask,16-07-2022,43890,,
Protoz'orror Essence,16-07-2022,366666,,
Protoz'orror Nucleus,16-07-2022,99987,999796,
Proxima,16-07-2022,2290,,
Psychlo Beard,16-07-2022,314,4608,47899
Psychlo Sock,16-07-2022,2886,39999,
Puffed Frosteez,16-07-2022,997983,,
Pukachi Animal Legend,16-07-2022,2699999,,
Purple Fabric,16-07-2022,800,6997,49974
Purple Mégabwork Leather,16-07-2022,2400,22896,299971
Purple Piwi Feather,16-07-2022,150,354,4498
Purple Warko Beard Hair,16-07-2022,1394,15000,
Purple Warko Used Nappy,16-07-2022,1687,16998,169998
Putchup Brain,16-07-2022,2989,29000,
Putchup Leather,16-07-2022,1944,23108,199990
Pyrotechnic Brockhard Ear,16-07-2022,1794,23699,
Pyrotechnic Brockhard Eye,16-07-2022,8995,95769,
Pyrute,16-07-2022,21881,219962,2100000
Pythag Orchid,16-07-2022,8888,,
Quality Rum,16-07-2022,1010,8991,88888
Queen Amirukam Diacritic,16-07-2022,17981,142959,
Queen of Thieves Essence,16-07-2022,200000,,
Queen's Belt,16-07-2022,898,6882,66776
Quetsnakiatl Feather,16-07-2022,138,1481,15497
Quetsnakiatl Stone,16-07-2022,176,2682,49979
Quisnoa,16-07-2022,1166,7890,58224
Quixote Swordfish,16-07-2022,1749981,,
Rac Globule,16-07-2022,5487,,
Rac Queen Essence,16-07-2022,9800,157900,
Rampant Bearbarian Lea ...,16-07-2022,5379,57669,570000
Rampant Bearbarian Wool,16-07-2022,2845,30299,
Rancid Carrion,16-07-2022,6999,,
Rancid Meat,16-07-2022,350,2200,11994
Raspberry,16-07-2022,99999,,
Rat Batster's Slingshot,16-07-2022,190,3199,99973
Rat Fang,16-07-2022,324,3426,57999
Rat Lly's Old Book,16-07-2022,290,2695,19983
Rat Phink's Rusty Pipe,16-07-2022,438,4419,44428
Rat Shio Pustule,16-07-2022,880,8098,84000
Rat Skin,16-07-2022,2346,21489,220963
Ratter Pill,16-07-2022,1400,,
Ratter Tail,16-07-2022,1200,33775,
Raul Mops Eye,16-07-2022,289,1249,12963
Raul Mops Skin,16-07-2022,586,5443,59974
Raw Mother of Pearl,16-07-2022,108,2000,24292
Reallinotseen Vertebra,16-07-2022,14205,145890,
Reapalak Fabric,16-07-2022,2112,,
Red Boxers,16-07-2022,472,,
Red Carapace,16-07-2022,1193,12997,128999
Red Ghoulobule,16-07-2022,4889,61997,
Red Mage Metaria,16-07-2022,7998,,
Red Metaria,16-07-2022,218,1998,39991
Red Piwi Feather,16-07-2022,109,1119,11100
Red Scaraleaf Antennae,16-07-2022,345,3994,28999
Red Scaraleaf Carapace,16-07-2022,89,750,14996
Red Scaraleaf Wings,16-07-2022,148,1550,15500
Red Spimush Gill,16-07-2022,177,1997,22499
Red Triam Metaria,16-07-2022,1192,,
Redolph Pattern,16-07-2022,68994,684900,
Relentliss Tongue,16-07-2022,3954,39997,
Reptilian Shield,16-07-2022,79,1878,10881
Reptilian Sword Fragment,16-07-2022,119,1998,
Rescue Board,16-07-2022,11888,99000,999000
Resin,16-07-2022,84,849,8840
Resistant Rye,16-07-2022,13995,,
Retspan Pirate Mast,16-07-2022,498,6899,97991
Retspan Pirate Tooth,16-07-2022,999,16988,
Revish Moustache,16-07-2022,2397,43595,
Revish Stapes,16-07-2022,29999,299988,3555555
Rhineetle Horn,16-07-2022,37603,359991,3698999
Rhinoblasty Ear,16-07-2022,1300,14691,179964
Rhinoblasty Horn,16-07-2022,5800,88598,
Rhythmic Wand,16-07-2022,5998,298998,
Rib Chops,16-07-2022,4,90,1998
Rib Jaw,16-07-2022,285,4896,39800
Rice,16-07-2022,60,896,1785
Rice Qil,16-07-2022,898,7298,49500
Riz Cola,16-07-2022,9000,,
Roachelf's Antennae,16-07-2022,,7000,
Robionicle Claw,16-07-2022,394,3978,50885
Robo Mace's Chain,16-07-2022,696,7142,68887
Robo Mace's Mace,16-07-2022,135,2489,19398
Rocha,16-07-2022,248000,,
Rock Eel,16-07-2022,124995,,
Rock Pandawushu Artefact,16-07-2022,1497,14744,147542
Rockai,16-07-2022,2945,28995,
Rokoram Circumflex Care...,16-07-2022,14998,149999,
Rokrusher Leggings,16-07-2022,12231,119998,1200000
Ronin Chafer Essence,16-07-2022,2400,,
Ronin Chafer Thighbone,16-07-2022,570,5499,100000
Rose of the Sands,16-07-2022,59,598,2900
Rotaflor Bark,16-07-2022,887,12990,138894
Rotaflor Carpel,16-07-2022,195,2370,17873
Rotten Carrion,16-07-2022,2798,,
Rotten Dolid Skin,16-07-2022,12996,99996,
Rotten Egg,16-07-2022,318,1997,
Rotten Meat,16-07-2022,149,1597,9990
Royal Blop Essence,16-07-2022,17000,180000,
Rovyal Blop Leaf,16-07-2022,1045,11997,127990
Royal Bluish Jelly,16-07-2022,965,9997,98508
Royal Coco Blop Flower,16-07-2022,850,,
Royal Gobball Essence,16-07-2022,3078,33499,402219
Royal Gobball Leather,16-07-2022,95,834,15999
Royal Gobball Wool,16-07-2022,1600,31993,
Royal Indigo Blop Flower,16-07-2022,3286,,
Royal Jelly Essence,16-07-2022,6500,65000,
Royal Lemon Jelly,16-07-2022,2999,29999,
Royal Mastogob Essence,16-07-2022,42991,,
Royal Mastogob Tail,16-07-2022,5795,,
Royal Mastogob Wool,16-07-2022,1499,21997,
Royal Mastogob's Greenh ...,16-07-2022,4499,49996,500000
Royal Mint Jelly,16-07-2022,1045,,
Royal Morello Cherry Blo;...,16-07-2022,3098,,
Royal Pingwin Egg,16-07-2022,1793,17998,
Royal Pingwin Essence,16-07-2022,28997,,
Royal Pingwin Feather,16-07-2022,800,7500,299998
Roval Pippin Blop Flower,16-07-2022,1189,,
Royal Rainbow Blop Essenc,16-07-2022,9190,89990,800000
Royal Rainbow Blop Flower,16-07-2022,4000,49998,
Royal Rainbow Blop Lair ...,16-07-2022,4300,70998,
Royal Rainbow Blop Leaf,16-07-2022,475,2176,48000
Royal Sea Bream,16-07-2022,137994,,
Rovyal Strawberry Jelly,16-07-2022,774,7999,69888
Royal Tofu Essence,16-07-2022,21991,174999,
Royal Tofu Feather,16-07-2022,289,2800,
Ruby,16-07-2022,8469,88888,880000
Ruby Larva Skin,16-07-2022,1049,,95993
Ruby Larva Tooth,16-07-2022,204,2184,39985
Ruby Stone,16-07-2022,329,5264,57799
Ruby's Reminder,16-07-2022,1498,20000,
Rustic Implants Diagram,16-07-2022,48997,,
Rusty Blade,16-07-2022,690,6895,95444
Rusty Hook,16-07-2022,861,7994,89997
Rye,16-07-2022,,495,1370
Sabredon Hair,16-07-2022,100,2095,12205
Sabredon Tooth,16-07-2022,598,4552,49701
Sacred Snowfoux Bones,16-07-2022,44298,,
Sag Mask,16-07-2022,16948,,
Sage,16-07-2022,800,596,1298
Saqguaro Whiskers,16-07-2022,696,6993,134997
Sailor Knot,16-07-2022,891,9894,85554
Sak,16-07-2022,189000,,
Sakai Mine Key,16-07-2022,29000,300000,
Sakai Nugget Fragment,16-07-2022,477,4442,54956
Salikronia,16-07-2022,1180,4997,59981
Salt Measure,16-07-2022,407,1184,11991
Samurai Ghost Fabric,16-07-2022,15887,159997,
Samurai Haiku: Autumn,16-07-2022,79932,,
Samurai Haiku: New Year,16-07-2022,555544,,
Samurai Haiku: Spring,16-07-2022,111876,,
Samurai Haiku: Summer,16-07-2022,99494,,
Samurai Haiku: Winter,16-07-2022,599781,,
Sandworm Shell,16-07-2022,1040,16995,
Sandy Castle Key,16-07-2022,143,495,
Sapphira's Hairpin,16-07-2022,68,2590,29881
Sapphira's Kaliptus Shar ...,16-07-2022,1098,24500,
Sapphire,16-07-2022,20989,224991,
Sapphire Larva Skin,16-07-2022,275,4484,37881
Sapphire Larva Tooth,16-07-2022,245,2990,19993
Sapphire Prysmaradite,16-07-2022,28988,279997,
Sapphire Stone,16-07-2022,2686,25975,
Sarbak Voodoo Doll,16-07-2022,99,1293,
Sauroshell Egg Yolk,16-07-2022,3899,38788,
Sauroshell Eye,16-07-2022,8872,64994,444
Sauroshell Fang,16-07-2022,45893,479998,
Sauroshell Shell,16-07-2022,74999,749999,
Scalding Poison,16-07-2022,19497,239997,
Scale of Endurance Fragr ...,16-07-2022,449709,,
Scampihorse's Recharges ...,16-07-2022,43967,,
Scaraleaf Dungeon Key,16-07-2022,946,13500,132100
Scaraleaf Entrails,16-07-2022,235,2419,25854
Scaratos Carapace,16-07-2022,981,9800,
Scaratos Horn,16-07-2022,2894,29985,475000
Scarecro Tongue,16-07-2022,49,489,23879
Scoliopode Leg,16-07-2022,3783,44992,
Scordion Tail,16-07-2022,200,2300,13948
Scratchotep Ear,16-07-2022,1340,13220,
Scrawny Bwak,16-07-2022,1200,,
Sculucanus Pincer,16-07-2022,2100,27398,
Scurvion Blood,16-07-2022,151,1294,10000
Scurvion Carapace,16-07-2022,169,2196,11836
Scurvion Entrails,16-07-2022,50,600,4987
Scurvion Leg,16-07-2022,49,374,3782
Scurvion Pincer,16-07-2022,123,1444,11127
Scurvion Seed,16-07-2022,515,5545,27890
Scurvion Tail,16-07-2022,230,2221,12193
Seal of the Founders,16-07-2022,698776,,
Seasonal Pebble,16-07-2022,2887,27879,269999
Second Air Fragment,16-07-2022,105000,,
Second Earth Fragment,16-07-2022,569999,,
Second Fire Fragment,16-07-2022,889950,,
Second Part of the Dragc ...,16-07-2022,100,999,6000
Second Sphincter Dungec...,16-07-2022,9,1396,
Second Water Fragment,16-07-2022,519999,,
Secret Royal Tofu House ...,16-07-2022,3441,,
Seed of Contention,16-07-2022,249,2790,14795
Segmantid Pixel,16-07-2022,789,7961,78899
Selenite Stone,16-07-2022,8697,88857,
Sepiolite,16-07-2022,2096,9994,147938
Serpula Flake,16-07-2022,6675,63769,596973
Serpula Peduncle,16-07-2022,1784,27799,
Serpulax Peduncle,16-07-2022,2489,37793,
Serpulax Volva,16-07-2022,22739,220990,
Servitude Essence,16-07-2022,1499493,,
Servitude's Lock,16-07-2022,106983,999610,
Sesame Qil,16-07-2022,198,1000,15500
Sesame Seed,16-07-2022,9,86,
Sethen Beard,16-07-2022,142,1298,12900
Severed Demonic Rose,16-07-2022,49,,
Sewer Arachnee Leg,16-07-2022,5,996,9999
Sewer Keeper Eye,16-07-2022,894,21997,
Sewer Keeper Leg,16-07-2022,348,2099,
Shackles of Tyranny Key,16-07-2022,69999,,
Shadow Essence,16-07-2022,38999,440000,
Shadow Horn,16-07-2022,2999,28958,
Shadow's Pyramid Key,16-07-2022,12998,,
Shaman Pingwin Beard Hail,16-07-2022,498,5697,55884
Shaman Pingwin Giant Fi: ...,16-07-2022,83,6374,
Shape-Shifting Dragoss I ...,16-07-2022,30996,399995,
Shape-Shifting Dragoss S ...,16-07-2022,1997,22002,
Sharcut Tongue,16-07-2022,1389,17997,327997
Sharp Blade,16-07-2022,12997,129862,
Shell Pedestal,16-07-2022,8633,,
Sherpere Helmet,16-07-2022,14,100,
Shihan Hair Stick,16-07-2022,11990,113863,
Shimmering Silk,16-07-2022,35997,,
Shin Larva Essence,16-07-2022,9548,95000,
Shin Larva Skin,16-07-2022,500,1900,
Shin Larva Tooth,16-07-2022,788,,
Shinlam Semi-Clouton,16-07-2022,7990,74795,
Shinobuubusu Mask,16-07-2022,320,4555,
Shiny Sardine,16-07-2022,20,195,1999
Shogun Tofugawa's Mous ...,16-07-2022,34775,339987,
Shogun Tofugawa's Tomlt ...,16-07-2022,10985,,
Short-Tempered Arachnge...,16-07-2022,200,3295,39999
Short-Tempered Dark Tr«...,16-07-2022,1445,23333,
Short-Tempered Dark Tre...,16-07-2022,844,8000,
Short-Tempered Treechn....,16-07-2022,495,5000,
Short-Tempered Treechn- ...,16-07-2022,1859,18299,159997
Shredded Drakoalak Hea ...,16-07-2022,18000,299999,
Shroud,16-07-2022,395,5000,
Shrubstrate,16-07-2022,490,3787,44997
Shrynk Rat's Magic Skull,16-07-2022,397,4394,34586
Sick Arachnee Hairs,16-07-2022,1089,10937,199997
Sickle-Hammerhead Shark,16-07-2022,250,1099,3189
Sickly Skin,16-07-2022,29,800,
Siktrin Bass,16-07-2022,52974,,
Silf the Greater Bherb Es...,16-07-2022,56000,,
Silicate,16-07-2022,897,1998,4659
Silk String,16-07-2022,119,999,9998
Silkworm Cocoon,16-07-2022,688,9000,108934
Silver,16-07-2022,994,3487,17983
Silyrus Moustache,16-07-2022,17696,159956,1799999
Sinistrofu Tail,16-07-2022,15555,190554,
Sinistrofu Wing,16-07-2022,3744,37759,379998
Skateman Brain,16-07-2022,2090,56998,
Skateman Incus,16-07-2022,4982,57984,720199
Skeleton Black Wabbit H- ...,16-07-2022,342,3990,38864
Skeleton Black Wabbit O ...,16-07-2022,135,2491,30000
Skeleton Dungeon Key,16-07-2022,1397,,
Skeleton Wabbit Bone,16-07-2022,1141,11419,
Skeleton Wabbit Skull,16-07-2022,1444,9097,
Skentu Hood,16-07-2022,2096,25898,
Skeunk Essence,16-07-2022,68767,,
Skeunk Hair,16-07-2022,378,1200,
Skeunk Skin,16-07-2022,28448,437100,
Skeunk's Hideout Key,16-07-2022,4900,40000,
Skoul Claw,16-07-2022,2789,29989,
Skt-Zo Leg,16-07-2022,11448,116898,
Skull and Crossbones,16-07-2022,446,4467,34788
Slab,16-07-2022,59997,699999,
Slate Dragoss Scale,16-07-2022,120,1794,17590
Slate Dragoss Shell,16-07-2022,199,994,19976
Slate Dreggon Egg,16-07-2022,178,1290,19949
